query,metric,zone,path,sample_count,sample_coverage_ratio,first,last,min,max,mean,median,p95,observed_counter_delta,counter_resets,labels_json
kepler_pod,kepler_pod_cpu_joules_total,package,,100,1.0,7143.143205,7240.081847,7143.143205,7240.081847,7189.44633409,7189.046672500001,7231.88076775,96.93864200000007,0,"{""__name__"": ""kepler_pod_cpu_joules_total"", ""container"": ""kepler"", ""endpoint"": ""http"", ""instance"": ""10.100.2.41:28282"", ""job"": ""kepler"", ""namespace"": ""kepler"", ""node_name"": ""sebas-green-baremetal-jpmdwiscskyy-node-0"", ""pod"": ""kepler-5k5h5"", ""pod_id"": ""961bafe2-c865-4f8e-9664-84529957c8ba"", ""pod_name"": ""cern-magnum-falco-zbjrb"", ""pod_namespace"": ""kube-system"", ""service"": ""kepler"", ""state"": ""running"", ""zone"": ""package""}"
kepler_pod,kepler_pod_cpu_joules_total,core,,100,1.0,1.545762,2.672737,1.545762,2.672737,2.12635918,2.12336,2.6407287999999998,1.126975,0,"{""__name__"": ""kepler_pod_cpu_joules_total"", ""container"": ""kepler"", ""endpoint"": ""http"", ""instance"": ""10.100.2.41:28282"", ""job"": ""kepler"", ""namespace"": ""kepler"", ""node_name"": ""sebas-green-baremetal-jpmdwiscskyy-node-0"", ""pod"": ""kepler-5k5h5"", ""pod_id"": ""afef0d74-cce5-471b-bd41-e38cd116b35a"", ""pod_name"": ""cilium-envoy-vzrgm"", ""pod_namespace"": ""kube-system"", ""service"": ""kepler"", ""state"": ""running"", ""zone"": ""core""}"
kepler_pod,kepler_pod_cpu_joules_total,package,,100,1.0,3091.679084,3126.803279,3091.679084,3126.803279,3108.69945212,3108.726321,3123.9204388999997,35.12419500000033,0,"{""__name__"": ""kepler_pod_cpu_joules_total"", ""container"": ""kepler"", ""endpoint"": ""http"", ""instance"": ""10.100.2.41:28282"", ""job"": ""kepler"", ""namespace"": ""kepler"", ""node_name"": ""sebas-green-baremetal-jpmdwiscskyy-node-0"", ""pod"": ""kepler-5k5h5"", ""pod_id"": ""afef0d74-cce5-471b-bd41-e38cd116b35a"", ""pod_name"": ""cilium-envoy-vzrgm"", ""pod_namespace"": ""kube-system"", ""service"": ""kepler"", ""state"": ""running"", ""zone"": ""package""}"
kepler_pod,kepler_pod_cpu_joules_total,core,,100,1.0,1.129041,1.980894,1.129041,1.980894,1.57348105,1.5691255000000002,1.9604686,0.851853,0,"{""__name__"": ""kepler_pod_cpu_joules_total"", ""container"": ""kepler"", ""endpoint"": ""http"", ""instance"": ""10.100.2.41:28282"", ""job"": ""kepler"", ""namespace"": ""kepler"", ""node_name"": ""sebas-green-baremetal-jpmdwiscskyy-node-0"", ""pod"": ""kepler-5k5h5"", ""pod_id"": ""c2dbef85-1370-4fea-81c0-3bf01370f482"", ""pod_name"": ""monitoring-prometheus-node-exporter-rxjld"", ""pod_namespace"": ""monitoring"", ""service"": ""kepler"", ""state"": ""running"", ""zone"": ""core""}"
kepler_pod,kepler_pod_cpu_joules_total,package,,100,1.0,1657.126048,1681.953623,1657.126048,1681.953623,1669.42578418,1669.332261,1680.89546425,24.827575000000024,0,"{""__name__"": ""kepler_pod_cpu_joules_total"", ""container"": ""kepler"", ""endpoint"": ""http"", ""instance"": ""10.100.2.41:28282"", ""job"": ""kepler"", ""namespace"": ""kepler"", ""node_name"": ""sebas-green-baremetal-jpmdwiscskyy-node-0"", ""pod"": ""kepler-5k5h5"", ""pod_id"": ""c2dbef85-1370-4fea-81c0-3bf01370f482"", ""pod_name"": ""monitoring-prometheus-node-exporter-rxjld"", ""pod_namespace"": ""monitoring"", ""service"": ""kepler"", ""state"": ""running"", ""zone"": ""package""}"
kepler_pod,kepler_pod_cpu_joules_total,core,,100,1.0,0.024234,0.03702,0.024234,0.03702,0.03035104,0.029779,0.03702,0.012785999999999999,0,"{""__name__"": ""kepler_pod_cpu_joules_total"", ""container"": ""kepler"", ""endpoint"": ""http"", ""instance"": ""10.100.2.41:28282"", ""job"": ""kepler"", ""namespace"": ""kepler"", ""node_name"": ""sebas-green-baremetal-jpmdwiscskyy-node-0"", ""pod"": ""kepler-5k5h5"", ""pod_id"": ""c7f0e98b-aa0c-4e75-80f3-6af6627cb930"", ""pod_name"": ""cern-magnum-cvmfs-csi-nodeplugin-jsm4k"", ""pod_namespace"": ""kube-system"", ""service"": ""kepler"", ""state"": ""running"", ""zone"": ""core""}"
kepler_pod,kepler_pod_cpu_joules_total,package,,100,1.0,28.552611,28.883238,28.552611,28.883238,28.699670930000003,28.679224,28.883238,0.3306269999999998,0,"{""__name__"": ""kepler_pod_cpu_joules_total"", ""container"": ""kepler"", ""endpoint"": ""http"", ""instance"": ""10.100.2.41:28282"", ""job"": ""kepler"", ""namespace"": ""kepler"", ""node_name"": ""sebas-green-baremetal-jpmdwiscskyy-node-0"", ""pod"": ""kepler-5k5h5"", ""pod_id"": ""c7f0e98b-aa0c-4e75-80f3-6af6627cb930"", ""pod_name"": ""cern-magnum-cvmfs-csi-nodeplugin-jsm4k"", ""pod_namespace"": ""kube-system"", ""service"": ""kepler"", ""state"": ""running"", ""zone"": ""package""}"
kepler_pod,kepler_pod_cpu_joules_total,core,,100,1.0,0.066646,0.119578,0.066646,0.119578,0.09340661,0.093963,0.116745,0.05293200000000001,0,"{""__name__"": ""kepler_pod_cpu_joules_total"", ""container"": ""kepler"", ""endpoint"": ""http"", ""instance"": ""10.100.2.41:28282"", ""job"": ""kepler"", ""namespace"": ""kepler"", ""node_name"": ""sebas-green-baremetal-jpmdwiscskyy-node-0"", ""pod"": ""kepler-5k5h5"", ""pod_id"": ""d5204d36-dc3b-4cd0-a48c-40dcf224bc19"", ""pod_name"": ""cern-magnum-node-problem-detector-pxtnb"", ""pod_namespace"": ""kube-system"", ""service"": ""kepler"", ""state"": ""running"", ""zone"": ""core""}"
kepler_pod,kepler_pod_cpu_joules_total,package,,100,1.0,117.901562,119.603545,117.901562,119.603545,118.69166969,118.699927,119.397331,1.7019829999999985,0,"{""__name__"": ""kepler_pod_cpu_joules_total"", ""container"": ""kepler"", ""endpoint"": ""http"", ""instance"": ""10.100.2.41:28282"", ""job"": ""kepler"", ""namespace"": ""kepler"", ""node_name"": ""sebas-green-baremetal-jpmdwiscskyy-node-0"", ""pod"": ""kepler-5k5h5"", ""pod_id"": ""d5204d36-dc3b-4cd0-a48c-40dcf224bc19"", ""pod_name"": ""cern-magnum-node-problem-detector-pxtnb"", ""pod_namespace"": ""kube-system"", ""service"": ""kepler"", ""state"": ""running"", ""zone"": ""package""}"
kepler_pod,kepler_pod_cpu_joules_total,core,,100,1.0,9.172104,17.548461,9.172104,17.548461,13.489244450000001,13.480784,17.3179884,8.376357,0,"{""__name__"": ""kepler_pod_cpu_joules_total"", ""container"": ""kepler"", ""endpoint"": ""http"", ""instance"": ""10.100.2.41:28282"", ""job"": ""kepler"", ""namespace"": ""kepler"", ""node_name"": ""sebas-green-baremetal-jpmdwiscskyy-node-0"", ""pod"": ""kepler-5k5h5"", ""pod_id"": ""df01d1ca-7c4c-4166-8741-737879789523"", ""pod_name"": ""kepler-5k5h5"", ""pod_namespace"": ""kepler"", ""service"": ""kepler"", ""state"": ""running"", ""zone"": ""core""}"
