run_id,policy,runtime_s,total_samples,pod_energy_j,pod_avg_w,node_total_w_mean,node_total_w_median,node_active_w_mean,cpu_ratio_mean,energy_per_billion_samples_j,idle_reference_total_w,total_power_delta_w,total_power_delta_pct,active_power_delta_w,idle_energy_for_runtime_j,estimated_incremental_node_energy_j,pod_vs_incremental_energy_ratio
calibration-01,calibration,929.315468619985,50400000000,42413.381665,45.63937984157632,182.29018813864639,183.1283292415881,46.19078842453176,0.252606221140019,841.5353504960317,102.15769730193593,80.13249083671046,78.43999321937723,45.43974885579679,94936.72834128716,74468.36327360423,0.5695489977289951
smoke-runner-02,calibration,28.435640459007118,1600000000,1017.085119,35.767969441948466,181.12337869029412,181.12337869029412,33.919901366627464,0.1875299306138207,635.678199375,102.15769730193593,78.96568138835819,77.29782823409603,33.1688617978925,2904.9195505979314,2245.4397245598634,0.4529558766933111
