run_id,valid,started_at,duration_s,sample_count,coverage,total_w_mean,total_w_median,total_w_p95,active_w_mean,active_w_median,idle_w_mean,idle_w_median,cpu_ratio_mean,cpu_ratio_median,observed_energy_j,counter_resets,blocking_conditions,warnings,path
20260713T151537Z,False,2026-07-13 15:15:38.455748+00:00,20.005192041397095,3,1.0,101.29691662967203,101.74035257218658,101.8228845799691,0.8956177671614997,0.9153523166161921,100.40129886251054,100.63747612154008,0.00883132625642597,0.008988842642785617,2149.4968720000033,0,CrashLoopBackOff en el nodo: kube-system/cern-magnum-openstack-manila-csi-nodeplugin-th8wh | sesión de depuración activa: default/node-debugger-sebas-green-baremetal-jpmdwiscskyy-node-0-jcbg6,"kubectl top pods -A --field-selector spec.nodeName=sebas-green-baremetal-jpmdwiscskyy-node-0: Error from server (BadRequest): ""spec.nodeName"" is not a known field selector: only ""metadata.name"", ""metadata.namespace"" | la consulta node_power_supply no devolvió series",/Users/saur/Documents/CERN/green/kubernetes/experiment-01/idle/20260713T151537Z
20260713T152539Z,True,2026-07-13 15:25:40.452183+00:00,900.0077939033508,91,1.0,102.15769730193593,101.91066809078048,104.74253514585114,0.7510395687349697,0.7354851470765374,101.40665773320094,101.12571755410092,0.007354426859351999,0.007240276140811691,91636.97299899999,0,,la consulta node_power_supply no devolvió series,/Users/saur/Documents/CERN/green/kubernetes/experiment-01/idle/20260713T152539Z
